,품종,성별,무게(Kg),상태,나이,성격,색,중성화유무,건강,칩등록여부,보유물건
1419,믹스견,암컷,1.8,미입양,5,중립,흰색계열,아니오,체구 작음,미상,무
1420,믹스견,암컷,8,미입양,41,중립,혼합색계열,아니오,젖늘어져있음,미상,무
1421,믹스견,수컷,4,입양,5,중립,혼합색계열,아니오,목뒤에 상처있음(딱쟁이),미상,유
1422,치와와,암컷,4,입양,5,중립,흰색계열,미상,하복부 찰과상,미상,무
1423,도베르만,수컷,25,입양,41,중립,혼합색계열,아니오,미상,미상,유
1424,시바,암컷,10,입양,41,중립,검정색계열,미상,미상,미상,유
1425,믹스견,수컷,10,미입양,77,중립,흰색계열,아니오,"털 뭉침, 오른쪽 뒷발 네 번째 발톱 빠짐",미상,무
1426,믹스견,암컷,13,미입양,29,사람을 경계함,흰색계열,아니오,약간 말랐으며,미상,유
1427,믹스견,수컷,4,미입양,5,중립,흰색계열,아니오,앞-뒷다리 피부병 있음(탈모),미상,무
1428,믹스견,수컷,4,미입양,5,중립,혼합색계열,아니오,앞-뒷다리 피부병 있음(탈모),미상,무
1429,믹스견,암컷,3,입양,5,중립,검정색계열,아니오,미상,미상,무
1430,믹스견,수컷,3,미입양,5,중립,검정색계열,아니오,미상,미상,무
1431,믹스견,수컷,2,미입양,5,중립,검정색계열,아니오,"온몸 젖어있음, 다른 형제들에 비해 작음",미상,무
1432,믹스견,수컷,3,미입양,5,중립,검정색계열,아니오,온몸 젖어있음,미상,무
1433,믹스견,수컷,3,미입양,5,중립,검정색계열,아니오,미상,미상,무
1434,믹스견,수컷,13,미입양,41,사람을 경계함,흰색계열,아니오,미상,미상,유
1435,믹스견,암컷,3,입양,4,중립,황색계열,아니오,미상,미상,무
1436,믹스견,암컷,3,입양,4,중립,검정색계열,아니오,미상,미상,무
1437,시츄,암컷,6,입양,28,중립,혼합색계열,미상,미상,미상,무
1438,믹스견,암컷,13,미입양,28,중립,흰색계열,아니오,매우 마름,미상,유
1439,믹스견,암컷,4,입양,4,중립,황색계열,아니오,미상,미상,무
1440,스피츠,암컷,9,입양,28,중립,흰색계열,아니오,눈물자국 있음,미상,무
1441,골든 리트리버,수컷,30,입양,28,중립,흰색계열,아니오,미상,미상,유
1442,포메라니안,수컷,4.5,입양,112,사람을 경계함,흰색계열,예,피부병(탈모)있음,미상,유
1443,믹스견,수컷,7,미입양,4,중립,검정색계열,미상,우측 후지 절음,미상,유
1444,믹스견,수컷,18,미입양,28,중립,흰색계열,예,기력없음,미상,무
1445,진도견,수컷,19,입양,40,중립,혼합색계열,아니오,오른쪽 송곳니 부러져있음,미상,유
1446,믹스견,암컷,14,미입양,52,중립,혼합색계열,미상,미상,미상,유
1447,믹스견,수컷,15,미입양,28,중립,흰색계열,아니오,"귀접힘, 코끝 분홍색, 눈물자국 있음",미상,무
1448,퍼그,수컷,7,입양,40,중립,검정색계열,아니오,미상,미상,무
1449,믹스견,암컷,4,미입양,4,중립,혼합색계열,아니오,미상,미상,유
1450,믹스견,수컷,17,미입양,76,중립,흰색계열,아니오,"우측견치 손상, 보행장애(후구), 앞-뒷다리 우측 눈쪽 상처",미상,무
1451,믹스견,암컷,9,미입양,40,중립,흰색계열,아니오,미상,미상,무
1452,믹스견,암컷,18,미입양,40,중립,흰색계열,미상,우측 앞다리 상처,미상,무
1453,믹스견,수컷,4,미입양,4,중립,흰색계열,아니오,귀접힘,미상,무
1454,푸들,암컷,6,입양,28,중립,흰색계열,예,미상,미상,무
1455,믹스견,수컷,8,미입양,3,중립,흰색계열,아니오,털날림 있음,미상,무
1456,믹스견,수컷,9,미입양,63,중립,검정색계열,아니오,털날림 있음,미상,무
1457,믹스견,암컷,2,입양,3,중립,흰색계열,아니오,미상,미상,무
1458,믹스견,암컷,3,미입양,3,중립,검정색계열,아니오,미상,미상,무
1459,믹스견,수컷,3,미입양,3,중립,검정색계열,아니오,건강한 상태,미상,무
1460,믹스견,수컷,2,입양,3,중립,혼합색계열,아니오,미상,미상,무
1461,믹스견,암컷,9,미입양,39,중립,혼합색계열,미상,미상,미상,무
1462,믹스견,수컷,12,미입양,147,중립,흰색계열,아니오,미상,미상,유
1463,보더 콜리,암컷,16,입양,39,중립,혼합색계열,미상,미상,미상,무
1464,골든 리트리버,암컷,25,입양,39,중립,황색계열,미상,코 끝 까져있음,미상,무
1465,라브라도 리트리버,암컷,27,입양,39,중립,혼합색계열,아니오,"털 많이 빠짐, 젖 늘어져 있음",미상,유
1466,믹스견,수컷,8,미입양,75,중립,흰색계열,미상,치석 심함,미상,무
1467,믹스견,수컷,9,입양,3,중립,검정색계열,아니오,미상,미상,무
1468,믹스견,수컷,10,미입양,3,사람을 경계함,혼합색계열,아니오,미상,미상,무
1469,믹스견,암컷,10,미입양,3,사람을 경계함,혼합색계열,아니오,미상,미상,무
1470,삽살개,암컷,15,입양,27,중립,혼합색계열,미상,털 엉켜있음,미상,무
1471,믹스견,수컷,8,미입양,3,사람을 경계함,혼합색계열,아니오,미상,미상,무
1472,믹스견,수컷,8,미입양,3,중립,혼합색계열,아니오,미상,미상,무
1473,믹스견,암컷,8,미입양,3,중립,검정색계열,아니오,미상,미상,무
1474,믹스견,암컷,3.5,입양,3,중립,황색계열,아니오,미상,미상,무
1475,믹스견,암컷,10,미입양,39,중립,황색계열,미상,미상,미상,유
1476,믹스견,수컷,3,미입양,3,중립,검정색계열,아니오,미상,미상,무
1477,믹스견,수컷,2,입양,3,중립,혼합색계열,아니오,미상,미상,무
1478,믹스견,수컷,2,입양,3,중립,흰색계열,아니오,미상,미상,무
1479,믹스견,암컷,2,미입양,3,중립,흰색계열,아니오,미상,미상,무
1480,믹스견,암컷,9,미입양,39,중립,혼합색계열,아니오,미상,미상,무
1481,믹스견,수컷,17,미입양,99,중립,황색계열,아니오,"몸 곳곳에 상처, 걷지 못함, 몸을 많이 떨고 있음, 예후 좋지 않음",미상,무
1482,믹스견,수컷,10,미입양,3,중립,혼합색계열,아니오,덩치큼,미상,무
1483,믹스견,수컷,10,미입양,3,중립,혼합색계열,아니오,미상,미상,무
1484,믹스견,암컷,4,미입양,3,중립,흰색계열,아니오,귀접힘,미상,무
1485,믹스견,암컷,12,입양,39,중립,황색계열,아니오,젖 늘어져 있음,미상,무
1486,믹스견,암컷,2,미입양,3,중립,검정색계열,아니오,미상,미상,무
1487,믹스견,암컷,2,미입양,3,중립,검정색계열,아니오,미상,미상,무
1488,믹스견,암컷,2,미입양,3,중립,검정색계열,아니오,미상,미상,무
1489,믹스견,수컷,2,미입양,3,중립,검정색계열,아니오,미상,미상,무
1490,믹스견,암컷,12,입양,39,사람을 경계함,검정색계열,아니오,미상,미상,무
1491,믹스견,암컷,2,미입양,3,중립,혼합색계열,아니오,깃털같이 가벼움,미상,무
1492,믹스견,수컷,8,미입양,39,중립,흰색계열,아니오,미상,있음,무
1493,믹스견,암컷,9,입양,39,중립,혼합색계열,아니오,미상,있음,무
1494,믹스견,수컷,3,미입양,3,중립,흰색계열,아니오,미상,미상,무
1495,믹스견,수컷,2,미입양,3,중립,혼합색계열,아니오,미상,미상,무
1496,믹스견,수컷,2,입양,3,중립,흰색계열,아니오,미상,미상,무
1497,믹스견,암컷,4,입양,39,중립,혼합색계열,아니오,털이 지저분하며 심하게 엉켜있음,미상,무
1498,믹스견,수컷,4,입양,147,중립,혼합색계열,아니오,털이 지저분하며 심하게 엉켜있음,미상,무
1499,포메라니안,수컷,4,입양,75,중립,혼합색계열,아니오,"털이 많이 자라고 엉켜있음, 항문쪽 배변들이 뭉쳐있음.",미상,무
1500,믹스견,수컷,18,입양,27,중립,황색계열,아니오,미상,미상,무
1501,스피츠,암컷,13,입양,63,중립,흰색계열,미상,"탈모피부병, 꼬리 말려있음",미상,무
1502,믹스견,수컷,16,미입양,51,중립,혼합색계열,아니오,포낭염 의심,미상,무
1503,믹스견,수컷,20,미입양,27,사람을 경계함,흰색계열,미상,미상,미상,무
1504,퍼그,수컷,6,입양,39,중립,흰색계열,아니오,미상,미상,유
1505,포메라니안,수컷,3,입양,27,중립,흰색계열,예,미상,미상,유
1506,믹스견,암컷,18,미입양,147,중립,흰색계열,미상,미상,미상,무
1507,믹스견,암컷,4,미입양,3,중립,흰색계열,아니오,귀 뒷쪽 털빠짐 있음 (피부병),미상,무
1508,믹스견,암컷,18,미입양,39,중립,흰색계열,미상,미상,미상,무
1509,믹스견,수컷,5,미입양,3,사람을 경계함,흰색계열,아니오,미상,미상,무
1510,믹스견,수컷,5,미입양,3,사람을 경계함,흰색계열,아니오,미상,미상,무
1511,믹스견,수컷,5,미입양,3,사람을 경계함,흰색계열,아니오,미상,미상,무
1512,믹스견,수컷,5,미입양,3,사람을 경계함,흰색계열,아니오,미상,미상,무
1513,믹스견,수컷,5,미입양,3,사람을 경계함,흰색계열,아니오,미상,미상,무
1514,믹스견,암컷,5,미입양,3,사람을 경계함,흰색계열,아니오,미상,미상,무
1515,믹스견,암컷,5,미입양,3,사람을 경계함,흰색계열,아니오,미상,미상,무
1516,믹스견,암컷,10,미입양,51,사람을 경계함,흰색계열,아니오,미상,미상,무
1517,믹스견,수컷,3,미입양,2,중립,황색계열,아니오,발이 큼,미상,무
1518,믹스견,수컷,10,입양,26,중립,흰색계열,아니오,"살이 깊게 파인 상태, 예후 불량",미상,무
1519,믹스견,수컷,20,미입양,38,중립,황색계열,아니오,미상,미상,무
1520,믹스견,수컷,12,미입양,38,사람을 경계함,흰색계열,아니오,콧잔등 피부가 좋지 않음,미상,무
1521,믹스견,수컷,17,미입양,26,중립,흰색계열,아니오,미상,미상,무
1522,믹스견,수컷,3,미입양,2,사람을 경계함,혼합색계열,아니오,코끝 말라있음,미상,무
1523,믹스견,수컷,3,입양,2,사람을 경계함,검정색계열,아니오,코끝 말라있음,미상,무
1524,믹스견,수컷,3,미입양,2,사람을 경계함,검정색계열,아니오,코끝 말라있음,미상,무
1525,믹스견,암컷,3,미입양,2,사람을 경계함,검정색계열,아니오,코끝 말라있음,미상,무
1526,믹스견,암컷,4,미입양,2,중립,흰색계열,아니오,피부염(털빠짐) 있음,미상,무
1527,믹스견,암컷,13,미입양,26,중립,혼합색계열,미상,미상,미상,무
1528,믹스견,수컷,13,미입양,26,중립,흰색계열,미상,미상,미상,무
1529,믹스견,수컷,17,미입양,50,중립,혼합색계열,미상,눈 결막염과 염증이 매우 심함,미상,무
1530,삽살개,수컷,25,입양,74,사람을 경계함,흰색계열,아니오,"도깨비풀이 많이 붙어있음, 털이 많이 엉켜있음",미상,무
1531,믹스견,수컷,5,미입양,2,중립,검정색계열,아니오,미상,미상,무
1532,믹스견,암컷,5,미입양,2,중립,황색계열,아니오,미상,미상,무
1533,믹스견,암컷,3.5,입양,2,중립,혼합색계열,아니오,미상,미상,무
1534,믹스견,암컷,6,입양,38,중립,혼합색계열,미상,미상,미상,무
1535,푸들,암컷,6,입양,74,중립,갈색계열,미상,털이 많이 엉켜있으며 코끝이 까져있음.,미상,무
1536,페키니즈,수컷,5,입양,50,사람을 경계함,흰색계열,아니오,털이 엉켜있음,미상,무
1537,믹스견,수컷,3.5,미입양,2,중립,흰색계열,아니오,"오른쪽 발목 피부박리, 앞다리 뒷다리 마비와 골절, 예후가 좋지 않음",미상,무
1538,믹스견,암컷,1,입양,2,중립,혼합색계열,아니오,미상,미상,무
1539,믹스견,수컷,1,미입양,2,중립,혼합색계열,아니오,건강함,미상,무
1540,믹스견,수컷,1,입양,2,중립,혼합색계열,아니오,건강함,미상,무
1541,믹스견,수컷,1,미입양,2,중립,검정색계열,아니오,발부분만 흰색,미상,무
1542,믹스견,수컷,1.5,미입양,2,중립,흰색계열,아니오,미상,미상,무
1543,푸들,수컷,3,입양,122,중립,황색계열,아니오,"치석이 심하며 백내장이 의심됨, 기력이 없음.",미상,무
1544,믹스견,수컷,3.5,입양,2,사람을 잘 따름,검정색계열,아니오,미상,미상,무
1545,믹스견,암컷,3.5,미입양,2,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1546,말티즈,수컷,3,입양,62,중립,흰색계열,아니오,"백내장 의심, 많이 마름",미상,무
1547,믹스견,수컷,3,입양,2,중립,황색계열,아니오,미상,미상,무
1548,믹스견,수컷,3,미입양,2,중립,혼합색계열,아니오,미상,미상,무
1549,믹스견,수컷,3,미입양,2,중립,혼합색계열,아니오,미상,미상,무
1550,믹스견,암컷,3,미입양,2,중립,혼합색계열,아니오,미상,미상,무
1551,믹스견,수컷,10,미입양,50,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1552,믹스견,수컷,17,미입양,37,중립,혼합색계열,아니오,미상,미상,무
1553,믹스견,수컷,20,미입양,25,사람을 경계함,흰색계열,아니오,기력이 없는 편,미상,무
1554,믹스견,수컷,1.2,미입양,1,중립,혼합색계열,아니오,미상,미상,무
1555,믹스견,수컷,1.2,미입양,1,중립,혼합색계열,아니오,미상,미상,무
1556,믹스견,수컷,1.2,미입양,1,중립,혼합색계열,아니오,미상,미상,무
1557,믹스견,수컷,1.2,미입양,1,중립,혼합색계열,아니오,미상,미상,무
1558,믹스견,암컷,1.2,미입양,1,중립,혼합색계열,아니오,미상,미상,무
1559,믹스견,암컷,15,미입양,37,중립,흰색계열,아니오,미상,미상,무
1560,믹스견,수컷,8,미입양,1,중립,흰색계열,아니오,건강함,미상,무
1561,믹스견,암컷,5,입양,49,중립,황색계열,미상,미상,미상,무
1562,믹스견,암컷,1.5,미입양,1,사람을 잘 따름,황색계열,아니오,미상,미상,무
1563,믹스견,수컷,1.5,미입양,1,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1564,믹스견,암컷,15,미입양,37,사람을 잘 따름,황색계열,미상,미상,미상,무
1565,믹스견,수컷,27,미입양,49,사람을 잘 따름,황색계열,아니오,미상,미상,무
1566,치와와,암컷,3.8,입양,49,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1567,말라뮤트,암컷,23,미입양,61,사람을 잘 따름,혼합색계열,미상,털갈이 중,미상,무
1568,믹스견,수컷,4,미입양,1,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1569,믹스견,암컷,4,미입양,1,사람을 잘 따름,황색계열,아니오,미상,미상,무
1570,믹스견,수컷,20,미입양,37,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1571,믹스견,암컷,17,미입양,61,사람을 잘 따름,검정색계열,미상,미상,미상,무
1572,믹스견,수컷,18,미입양,25,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1573,믹스견,암컷,17,미입양,37,사람을 잘 따름,검정색계열,미상,미상,미상,무
1574,믹스견,암컷,20,미입양,37,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1575,믹스견,암컷,18,미입양,25,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1576,믹스견,수컷,18,미입양,37,사람을 잘 따름,검정색계열,아니오,미상,미상,무
1577,믹스견,암컷,13,미입양,25,사람을 잘 따름,흰색계열,미상,미상,미상,무
1578,믹스견,수컷,12,미입양,49,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1579,믹스견,수컷,22,미입양,73,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1580,믹스견,수컷,9,미입양,1,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1581,믹스견,암컷,3,미입양,1,사람을 경계함,혼합색계열,아니오,미상,미상,무
1582,믹스견,암컷,3,미입양,1,사람을 경계함,흰색계열,아니오,미상,미상,무
1583,올드 잉글리쉬 쉽독,암컷,15,입양,37,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1584,믹스견,암컷,2,미입양,1,사람을 경계함,혼합색계열,아니오,미상,미상,무
1585,믹스견,수컷,8,미입양,49,사람을 경계함,황색계열,미상,미상,미상,무
1586,믹스견,수컷,12,미입양,145,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1587,믹스견,암컷,12,미입양,145,사람을 잘 따름,흰색계열,미상,결막염 있음,미상,무
1588,믹스견,암컷,2.5,미입양,1,사람을 경계함,황색계열,아니오,미상,미상,무
1589,믹스견,암컷,2.5,미입양,1,사람을 경계함,황색계열,아니오,미상,미상,무
1590,믹스견,암컷,2.5,미입양,1,사람을 경계함,황색계열,아니오,미상,미상,무
1591,믹스견,암컷,2.5,미입양,1,사람을 경계함,황색계열,아니오,미상,미상,무
1592,믹스견,암컷,2.5,미입양,1,사람을 경계함,황색계열,아니오,미상,미상,무
1593,믹스견,암컷,2.5,미입양,1,사람을 경계함,황색계열,아니오,미상,미상,무
1594,믹스견,수컷,2.5,미입양,1,사람을 경계함,황색계열,아니오,미상,미상,무
1595,믹스견,수컷,2.5,미입양,1,사람을 경계함,황색계열,아니오,미상,미상,무
1596,삽살개,암컷,16,입양,37,중립,회색계열,미상,미상,미상,무
1597,믹스견,수컷,18,미입양,37,중립,혼합색계열,아니오,"교통사고로 인한 관골골절, 기립불능",미상,무
1598,믹스견,수컷,17,미입양,25,사람을 잘 따름,검정색계열,아니오,미상,미상,무
1599,진도견,수컷,16,입양,25,사람을 잘 따름,흰색계열,아니오,밥 잘먹음,미상,무
1600,비숑 프리제,수컷,6.5,입양,37,중립,흰색계열,아니오,"옆구리쪽 피부병이 있음, 많이 아파함",미상,무
1601,믹스견,수컷,18,입양,37,중립,흰색계열,아니오,입쪽에 상처있음,미상,무
1602,믹스견,암컷,2,미입양,1,중립,혼합색계열,아니오,미상,미상,무
1603,믹스견,수컷,2,미입양,1,중립,검정색계열,아니오,미상,미상,무
1604,프렌치 불독,수컷,6,입양,37,사람을 잘 따름,혼합색계열,예,미상,미상,유
1605,푸들,수컷,2,입양,1,중립,회색계열,아니오,기력이 없으며 잘 걷지를 못함,미상,무
1606,믹스견,암컷,5,입양,37,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1607,믹스견,수컷,6.5,입양,37,사람을 경계함,흰색계열,아니오,미상,미상,무
1608,믹스견,수컷,10,미입양,12,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1609,믹스견,암컷,8,미입양,12,중립,혼합색계열,아니오,미상,미상,무
1610,라브라도 리트리버,암컷,30,입양,60,사람을 잘 따름,흰색계열,미상,미상,미상,무
1611,믹스견,암컷,4,미입양,12,중립,흰색계열,아니오,다리가 매우매우 짧음,미상,유
1612,믹스견,암컷,4,미입양,12,중립,검정색계열,아니오,미상,미상,무
1613,믹스견,암컷,11,미입양,156,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1614,믹스견,수컷,25,미입양,48,중립,흰색계열,아니오,힘이 없고 의식이 흐릿함,미상,무
1615,믹스견,수컷,13,미입양,60,사람을 잘 따름,황색계열,아니오,미상,미상,무
1616,믹스견,암컷,3,미입양,12,사람을 경계함,황색계열,아니오,미상,미상,무
1617,믹스견,수컷,3,미입양,12,사람을 경계함,황색계열,아니오,미상,미상,무
1618,믹스견,수컷,3,미입양,12,사람을 경계함,황색계열,아니오,미상,미상,무
1619,믹스견,암컷,3,입양,12,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1620,믹스견,암컷,4,미입양,12,중립,검정색계열,아니오,미상,미상,무
1621,믹스견,암컷,4,미입양,12,중립,검정색계열,아니오,미상,미상,무
1622,믹스견,암컷,4,미입양,12,중립,검정색계열,아니오,미상,미상,무
1623,믹스견,수컷,4,미입양,12,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1624,진도견,수컷,23,미입양,48,사람을 잘 따름,흰색계열,미상,미상,미상,무
1625,말티즈,암컷,3.5,입양,60,사람을 경계함,흰색계열,미상,"털이 많이 엉킴, 혈뇨를 봄",미상,무
1626,믹스견,수컷,20,미입양,156,사람을 경계함,흰색계열,아니오,미상,미상,무
1627,믹스견,수컷,15,미입양,156,사람을 경계함,검정색계열,아니오,미상,미상,무
1628,믹스견,수컷,18,입양,36,중립,흰색계열,아니오,미상,미상,무
1629,믹스견,암컷,8,입양,156,사람을 잘 따름,혼합색계열,미상,밥을 잘 먹음,미상,무
1630,푸들,수컷,6.5,미입양,96,사람을 잘 따름,갈색계열,예,중성화 돼있음,미상,무
1631,치와와,암컷,3.5,입양,48,사람을 경계함,흰색계열,미상,미상,미상,무
1632,믹스견,암컷,14,미입양,156,사람을 잘 따름,흰색계열,아니오,기력이 없음,미상,무
1633,믹스견,암컷,17,미입양,48,사람을 잘 따름,황색계열,미상,미상,미상,무
1634,진도견,수컷,25,미입양,72,사람을 잘 따름,흰색계열,아니오,심장사상충 양성,미상,무
1635,믹스견,수컷,17,미입양,48,사람을 경계함,흰색계열,아니오,미상,미상,무
1636,믹스견,암컷,9,미입양,48,사람을 잘 따름,혼합색계열,미상,심장사상충 양성,미상,유
1637,라브라도 리트리버,암컷,25,입양,48,사람을 잘 따름,검정색계열,미상,심장사상충 양성,미상,무
1638,믹스견,수컷,17,미입양,60,사람을 잘 따름,흰색계열,아니오,뒷발 털 빠짐 있음,미상,유
1639,믹스견,암컷,12,미입양,12,사람을 잘 따름,황색계열,아니오,미상,미상,무
1640,진도견,수컷,25,입양,72,중립,흰색계열,아니오,미상,미상,무
1641,믹스견,암컷,1,입양,12,중립,검정색계열,아니오,미상,미상,유
1642,믹스견,수컷,1.5,입양,12,중립,혼합색계열,아니오,미상,미상,유
1643,믹스견,수컷,25,미입양,36,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1644,믹스견,수컷,8,미입양,60,중립,황색계열,아니오,"양쪽 뒷다리 관골골절, 기립불능",미상,무
1645,골든 리트리버,수컷,22,입양,84,사람을 잘 따름,황색계열,아니오,심장사상충 양성,미상,무
1646,믹스견,암컷,20,미입양,132,사람을 잘 따름,황색계열,미상,심장사상충 양성이 의심됨,미상,무
1647,믹스견,수컷,5.5,입양,36,사람을 잘 따름,황색계열,미상,미상,미상,무
1648,믹스견,수컷,17,미입양,48,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1649,믹스견,수컷,18,미입양,36,중립,흰색계열,아니오,안구충혈이 심함,미상,무
1650,푸들,수컷,5.5,입양,84,중립,갈색계열,아니오,미상,미상,무
1651,믹스견,암컷,2.5,입양,12,사람을 잘 따름,황색계열,아니오,미상,미상,무
1652,믹스견,수컷,3,입양,12,사람을 잘 따름,황색계열,아니오,미상,미상,무
1653,믹스견,암컷,4,입양,155,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1654,믹스견,수컷,14,미입양,95,사람을 잘 따름,흰색계열,예,발톱이 많이 길며 배꼽탈장 의심,있음,유
1655,믹스견,암컷,10,미입양,35,사람을 잘 따름,흰색계열,미상,많이 마름,미상,무
1656,믹스견,암컷,20,미입양,71,사람을 잘 따름,혼합색계열,미상,심장사상충 양성,미상,무
1657,골든 리트리버,암컷,10,입양,11,사람을 잘 따름,흰색계열,아니오,매우 마름,미상,무
1658,믹스견,암컷,17,미입양,71,사람을 잘 따름,흰색계열,아니오,심장사상충 양성,미상,무
1659,믹스견,암컷,25,미입양,95,사람을 잘 따름,혼합색계열,아니오,"심장사상충 양성, 젖이 많이 불어있음",미상,무
1660,믹스견,수컷,9,미입양,35,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1661,믹스견,수컷,18,입양,35,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1662,믹스견,수컷,3.5,입양,11,사람을 경계함,혼합색계열,아니오,다리 짧음,미상,무
1663,믹스견,수컷,3.5,입양,11,중립,흰색계열,아니오,다리 짧음,미상,무
1664,코카 스파니엘,수컷,7,입양,35,중립,흰색계열,아니오,미상,미상,무
1665,코카 스파니엘,수컷,7,입양,35,중립,흰색계열,아니오,미상,미상,무
1666,믹스견,수컷,13,미입양,35,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
1667,믹스견,수컷,13,미입양,35,사람을 잘 따름,회색계열,아니오,미상,미상,무
1668,믹스견,수컷,2.5,미입양,11,사람을 잘 따름,황색계열,아니오,미상,미상,무
1669,믹스견,암컷,2.5,미입양,11,사람을 경계함,황색계열,아니오,미상,미상,무
1670,믹스견,암컷,2.5,미입양,11,사람을 경계함,황색계열,아니오,미상,미상,무
1671,믹스견,암컷,2.5,미입양,11,사람을 경계함,황색계열,아니오,미상,미상,무
1672,믹스견,암컷,6,미입양,11,중립,검정색계열,아니오,미상,미상,무
1673,믹스견,암컷,3.5,입양,35,사람을 잘 따름,황색계열,아니오,생리중,미상,무
1674,믹스견,수컷,2.5,미입양,11,중립,흰색계열,아니오,미상,미상,무
1675,믹스견,암컷,2.5,미입양,11,중립,흰색계열,아니오,미상,미상,무
1676,믹스견,암컷,2.5,미입양,11,중립,흰색계열,아니오,미상,미상,무
1677,믹스견,수컷,8,미입양,47,중립,혼합색계열,아니오,"뒷다리 상처, 치료 필요",미상,무
1678,믹스견,암컷,8,미입양,47,사람을 잘 따름,혼합색계열,아니오,밥 잘먹음,미상,무
1679,믹스견,수컷,8,미입양,11,사람을 잘 따름,황색계열,아니오,미상,미상,무
1680,믹스견,암컷,8,미입양,11,사람을 잘 따름,흰색계열,미상,미상,미상,무
1681,믹스견,수컷,2.5,입양,11,중립,혼합색계열,아니오,미상,미상,무
1682,올드 잉글리쉬 불독,암컷,13,입양,47,사람을 잘 따름,혼합색계열,미상,미상,미상,무
1683,푸들,암컷,4,입양,47,사람을 잘 따름,흰색계열,미상,등쪽에 상처(피부병) 있음,미상,무
1684,푸들,수컷,6,입양,71,사람을 잘 따름,갈색계열,아니오,검사결과 심장사상충 양성,미상,무
1685,푸들,암컷,2.8,입양,83,사람을 잘 따름,갈색계열,미상,미상,미상,유
1686,라브라도 리트리버,수컷,25,미입양,47,중립,검정색계열,아니오,"결막염 증상, 앞다리 뒷쪽 까짐, 심장사상충 양성",미상,무
1687,믹스견,암컷,25,미입양,59,사람을 잘 따름,흰색계열,아니오,미상,미상,유
1688,믹스견,암컷,9,입양,11,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1689,푸들,수컷,3.5,입양,11,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1690,믹스견,암컷,0.35,미입양,10,중립,검정색계열,아니오,미상,미상,무
1691,믹스견,수컷,0.35,미입양,10,중립,검정색계열,아니오,미상,미상,무
1692,믹스견,암컷,0.34,미입양,10,중립,갈색계열,아니오,미상,미상,무
1693,믹스견,수컷,0.34,미입양,10,중립,갈색계열,아니오,미상,미상,무
1694,믹스견,수컷,0.34,미입양,10,중립,흰색계열,아니오,미상,미상,무
1695,믹스견,암컷,0.35,미입양,10,중립,흰색계열,아니오,미상,미상,무
1696,믹스견,암컷,16,미입양,58,사람을 경계함,흰색계열,아니오,눈에 염증이 있으며 눈꼽이 많이 낀 상태.,미상,무
1697,믹스견,수컷,7,미입양,46,사람을 잘 따름,혼합색계열,아니오,눈에 황색반점이 있으며 눈물자국이 많음,미상,무
1698,말티즈,암컷,4,미입양,130,중립,흰색계열,미상,피부털빠짐이 심함(전신탈모),미상,유
1699,믹스견,암컷,18,입양,58,사람을 경계함,흰색계열,아니오,젖이 많이 불어있음,미상,무
1700,믹스견,암컷,3.5,미입양,10,사람을 잘 따름,회색계열,아니오,미상,미상,무
1701,믹스견,암컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1702,믹스견,암컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1703,믹스견,수컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1704,믹스견,수컷,3,입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1705,믹스견,수컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1706,믹스견,수컷,3,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1707,믹스견,수컷,8,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
1708,믹스견,수컷,10,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
